  0.00 65.00 63.00 66.00 64.00 64.00 46.00 45.00 46.00 46.00  0.00 46.00 54.00 58.00 58.00 61.00 58.00 60.00 60.00 58.00 57.00 53.00 55.00 53.00  0.00 51.00 55.00 52.00 55.00 56.00 53.00 54.00 53.00 55.00 55.00 54.00 57.00 52.00 57.00  0.00 58.00 57.00 54.00 54.00 55.00 54.00 52.00 48.00 53.00 51.00 55.00 60.00 57.00  0.00 51.00 62.00 60.00  0.00 43.00 44.00 59.00 24.00 59.00 60.00 52.00 58.00 58.00 57.00 57.00 62.00 59.00 56.00 63.00 58.00 60.00 59.00 62.00 60.00  0.00 46.00 56.00 53.00 59.00 56.00 41.00 48.00
 65.00  0.00 79.00 68.00 65.00 64.00 43.00 44.00 43.00 45.00  0.00 47.00 53.00 56.00 57.00 58.00 53.00 56.00 56.00 55.00 55.00 52.00 52.00 51.00  0.00 46.00 51.00 47.00 52.00 55.00 48.00 53.00 52.00 55.00 54.00 53.00 55.00 48.00 54.00  0.00 57.00 55.00 55.00 55.00 52.00 53.00 51.00 52.00 52.00 52.00 54.00 60.00 57.00  0.00 46.00 61.00 61.00  0.00 39.00 42.00 56.00 25.00 55.00 58.00 50.00 58.00 56.00 56.00 54.00 59.00 59.00 53.00 59.00 57.00 56.00 56.00 61.00 58.00  0.00 45.00 52.00 52.00 59.00 57.00 38.00 47.00
 63.00 79.00  0.00 64.00 62.00 61.00 43.00 43.00 43.00 45.00  0.00 47.00 49.00 54.00 53.00 57.00 53.00 54.00 54.00 53.00 54.00 52.00 51.00 50.00  0.00 47.00 50.00 47.00 50.00 55.00 48.00 53.00 51.00 54.00 53.00 48.00 52.00 47.00 51.00  0.00 56.00 53.00 54.00 53.00 51.00 52.00 50.00 49.00 51.00 50.00 54.00 56.00 56.00  0.00 47.00 60.00 61.00  0.00 42.00 43.00 56.00 26.00 55.00 56.00 49.00 56.00 56.00 56.00 53.00 59.00 58.00 53.00 56.00 57.00 56.00 55.00 61.00 57.00  0.00 45.00 51.00 52.00 60.00 53.00 41.00 48.00
 66.00 68.00 64.00  0.00 67.00 67.00 45.00 45.00 45.00 46.00  0.00 47.00 57.00 60.00 61.00 60.00 59.00 57.00 57.00 56.00 55.00 54.00 57.00 55.00  0.00 50.00 56.00 52.00 56.00 57.00 55.00 58.00 55.00 59.00 58.00 57.00 59.00 52.00 55.00  0.00 61.00 59.00 62.00 59.00 57.00 60.00 56.00 55.00 58.00 56.00 57.00 61.00 63.00  0.00 50.00 63.00 64.00  0.00 42.00 45.00 59.00 25.00 60.00 62.00 54.00 60.00 60.00 62.00 60.00 64.00 60.00 55.00 64.00 58.00 60.00 60.00 62.00 62.00  0.00 46.00 53.00 55.00 62.00 59.00 42.00 49.00
 64.00 65.00 62.00 67.00  0.00 75.00 42.00 43.00 40.00 44.00  0.00 46.00 55.00 54.00 55.00 59.00 57.00 57.00 56.00 56.00 54.00 54.00 53.00 52.00  0.00 47.00 53.00 50.00 54.00 55.00 51.00 55.00 52.00 55.00 55.00 53.00 56.00 49.00 53.00  0.00 57.00 56.00 57.00 55.00 54.00 55.00 52.00 51.00 55.00 53.00 53.00 58.00 56.00  0.00 48.00 60.00 60.00  0.00 39.00 41.00 57.00 23.00 58.00 60.00 51.00 56.00 58.00 57.00 56.00 59.00 56.00 54.00 61.00 58.00 58.00 56.00 61.00 59.00  0.00 45.00 52.00 53.00 58.00 55.00 41.00 47.00
 64.00 64.00 61.00 67.00 75.00  0.00 41.00 41.00 42.00 43.00  0.00 44.00 55.00 57.00 57.00 59.00 56.00 57.00 57.00 57.00 57.00 55.00 54.00 53.00  0.00 47.00 52.00 49.00 53.00 55.00 52.00 56.00 53.00 58.00 55.00 53.00 55.00 51.00 55.00  0.00 59.00 56.00 54.00 56.00 55.00 56.00 53.00 53.00 55.00 54.00 54.00 58.00 57.00  0.00 48.00 62.00 61.00  0.00 40.00 41.00 57.00 25.00 58.00 60.00 51.00 57.00 57.00 57.00 58.00 61.00 59.00 55.00 57.00 58.00 56.00 56.00 61.00 59.00  0.00 44.00 54.00 52.00 59.00 55.00 40.00 49.00
 46.00 43.00 43.00 45.00 42.00 41.00  0.00 67.00 69.00 75.00  0.00 59.00 47.00 48.00 47.00 50.00 46.00 47.00 47.00 46.00 49.00 46.00 43.00 43.00  0.00 40.00 43.00 42.00 44.00 46.00 46.00 45.00 44.00 44.00 45.00 45.00 47.00 43.00 47.00  0.00 45.00 46.00 47.00 47.00 47.00 47.00 46.00 45.00 44.00 44.00 50.00 43.00 46.00  0.00 41.00 47.00 46.00  0.00 38.00 42.00 47.00 27.00 44.00 44.00 46.00 48.00 44.00 51.00 48.00 46.00 47.00 45.00 51.00 47.00 50.00 46.00 47.00 48.00  0.00 68.00 47.00 51.00 47.00 45.00 39.00 43.00
 45.00 44.00 43.00 45.00 43.00 41.00 67.00  0.00 65.00 70.00  0.00 62.00 49.00 48.00 48.00 50.00 46.00 45.00 45.00 47.00 48.00 47.00 43.00 44.00  0.00 40.00 44.00 42.00 44.00 44.00 43.00 43.00 44.00 43.00 46.00 46.00 47.00 44.00 46.00  0.00 44.00 45.00 47.00 45.00 46.00 46.00 46.00 45.00 44.00 45.00 50.00 45.00 47.00  0.00 40.00 47.00 47.00  0.00 39.00 41.00 49.00 25.00 44.00 46.00 45.00 47.00 47.00 50.00 51.00 47.00 48.00 47.00 51.00 48.00 47.00 47.00 49.00 47.00  0.00 67.00 46.00 51.00 48.00 47.00 41.00 45.00
 46.00 43.00 43.00 45.00 40.00 42.00 69.00 65.00  0.00 69.00  0.00 58.00 46.00 48.00 47.00 51.00 46.00 44.00 46.00 45.00 47.00 46.00 43.00 45.00  0.00 40.00 45.00 42.00 43.00 46.00 45.00 43.00 44.00 44.00 46.00 46.00 46.00 43.00 43.00  0.00 46.00 45.00 42.00 46.00 45.00 45.00 42.00 42.00 43.00 42.00 49.00 44.00 45.00  0.00 41.00 47.00 46.00  0.00 38.00 41.00 46.00 26.00 44.00 44.00 41.00 47.00 44.00 49.00 46.00 45.00 48.00 44.00 48.00 46.00 47.00 46.00 45.00 46.00  0.00 68.00 45.00 48.00 46.00 48.00 41.00 43.00
 46.00 45.00 45.00 46.00 44.00 43.00 75.00 70.00 69.00  0.00  0.00 59.00 49.00 49.00 48.00 50.00 46.00 46.00 45.00 46.00 47.00 46.00 43.00 45.00  0.00 41.00 45.00 41.00 44.00 46.00 46.00 44.00 44.00 45.00 47.00 46.00 48.00 45.00 45.00  0.00 47.00 47.00 46.00 46.00 46.00 46.00 47.00 45.00 45.00 45.00 50.00 46.00 47.00  0.00 43.00 47.00 47.00  0.00 37.00 42.00 48.00 25.00 44.00 46.00 48.00 49.00 47.00 52.00 49.00 47.00 49.00 47.00 52.00 47.00 50.00 49.00 48.00 47.00  0.00 69.00 46.00 53.00 47.00 46.00 39.00 43.00
